iknow00001	CES(消費性電子展)：自動駕駛系統(Autonomous System)
iknow00342	跨境交易激進稅務規劃(Agressive tax planning)：反避稅：歐盟：中介機構
iknow00343	廣州開發區：知識產權運用：補貼政策：美玉10條
iknow00344	Greater Boston Authentication Solutions, LLC (專利授權公司)：區塊鏈：解鎖電子資料(unlocking electronic data)：演算法：Wolfram
iknow00345	Unitary Patent Court：單一專利法院制度(UPC)：統一專利法院
iknow00346	金融科技(Fintech)：P2P借貸平台：鄉民貸
iknow00347	感測器關鍵技術：智財服務平台：ForcePatent
iknow00348	GDP：人工智慧(Artificial Intelligence)
iknow00349	自動駕駛車(Autonomous Cars)：無人駕駛車(Driverless Cars)：英偉達(NVIDIA)
iknow00350	區塊鏈(Blockchain)：IBM
iknow00351	智慧型手機(Smartphone)：谷歌(Google)：蘋果(Apple)
iknow00352	德國漢諾威數位科技展：CEBIT
iknow00353	數位支付(Digital Payment)：行動支付(Mobile Payment)
iknow00354	5G：5G技術標準：小型基地台
iknow00355	中國大陸：中國專利調查
iknow00356	台灣地區大型企業排名TOP5000：台積電：鴻海
iknow00357	國家智慧財產權局(SIPO)：知識產權規費
iknow00358	大學專利：專利排名
iknow00359	汽車零件：汽車產業：產值：特斯拉(Tesla)
iknow00360	商標：美國聯邦最高法院：THE SLANTS：TAM
iknow00361	AMOLED：OLED
iknow00362	標準必要專利(SEPs)：小米(Xiaomi)：諾基亞(Nokia)：專利授權：專利收購
iknow00363	PC市場：平板：智慧型手機
iknow00364	工業機器人(Industrial Robots)：IFR：協作機器人
iknow00365	金融科技：Fintech：Linqto：影音服務：串流影音：視訊
iknow00366	科技部：AI創新研究中心：AI人才：AI創新生態環境
iknow00367	半導體(Semiconductor)：三星(Samsung)
iknow00368	自動駕駛車(Autonomous Cars)：無人駕駛車(Self-driving Cars)
iknow00369	亞馬遜(Amazon.com)：語音助理(Voice Assistant)：智慧喇叭(Smart Speaker)：阿里巴巴(Alibaba)：智能家庭(smart home)
iknow00370	高通(Qualcomm)：蘋果(Apple)：專利戰爭：通訊基頻晶片
iknow00371	區塊鏈(Blockchain)：分佈式分類帳技術(Distributed Ledger Technology)
iknow00372	數位支付(Digital Payment)：行動支付(Mobile Payment)：智慧城市
iknow00373	u blox：IoT：M2M：多模Cat M1/NB1解決方案
iknow00374	Waymo：Uber：LiDar：自駕車輛(self-driving vehicles)
iknow00375	前瞻計畫：培育人才：科技部
iknow00376	前瞻計畫：第一期
iknow00377	晶片設計：Rambus：公司出售：專利價值
iknow00378	5G：行動網路：愛立信(Ericsson)
iknow00379	MPEG LA：CRISPR-Cas9：聯合授權：基因編輯技術：專利池
iknow00380	俄羅斯：專利局 (RUPTO)：專利統計
iknow00381	半導體設備：全球半導體設備投資市場
iknow00382	個人電腦：PC：出貨量
iknow00383	特斯拉(Tesla)：自動駕駛系統(Autonomous System)：電動車(Electric Vehicle)
iknow00384	高通：超音波指紋辨識：Qualcomm Fingerprint Sensor for Display：指紋辨識IC：指紋感測
iknow00385	區塊鏈(Blockchain)：分散式帳本(distributed ledger)：超級帳本專案(Hyperledger Projector)
iknow00386	智慧家庭(Smart Home)：新創公司(Startup)
iknow00387	虛擬實境(Virtual Reality)：臉書(Facebook)：Oculus
iknow00388	數位支付(Digital Payment)：行動支付(Mobile Payment)：PayPal：蘋果(Apple, Inc.)
iknow00389	低工資：南韓：中小型企業
iknow00390	高通(Qualcomm)：歐盟反壟斷調查：Icera：專利授權：SEPs：晶片定價
iknow00391	鴻海：eLux公司：Micro LED：專利
iknow00392	醫療保健 (Healthcare)： 數位化轉型：大數據分析 (Big Data)：人工智慧(AI)
iknow00393	DVD光碟：國碩：力積：飛利浦：智慧財產法院
iknow00394	快閃記憶體：東芝(Toshiba)：力積：力晶：智慧財產法院
iknow00395	高通(Qualcomm)：蘋果(Apple)：標準必要專利：FRAND授權：反壟斷
iknow00396	專利侵權：夏普：海信：商標：品牌授權
iknow00397	中國大陸：國務院：《新一代人工智能發展規劃》：人工智慧：國家科技戰略：戰略規劃
iknow00398	外銷訂單
iknow00399	4K超高解析度電視：消費性3C產品
iknow00400	人工智慧(AI)：晶片模組 (Chipset)：深度學習
iknow00401	自動駕駛車(Autonomous Cars)：無人駕駛車(Self-driving Cars)
iknow00402	谷歌(Google)：智慧眼鏡(Smart Glass)
iknow00403	區塊鏈(Blockchain)：金融服務(Financial Services)
iknow00404	數位支付(Digital Payment)：行動支付(Mobile Payment)：近端行動支付(Proximity Mobile Payment)：點對點行動支付(Peer to Peer Mobile Payment： P2P Mobile Payment)
iknow00405	人工智慧 (AI)：國家投資：產業政策：科技政策
iknow00406	積體電路：半導體：中國芯：積體電路產業基
iknow00407	IEEE802.11n標準：標準必要專利 (SEPs)：專利授權公司Sisvel：Wi-fi：MIMO
iknow00408	基因組工程技術(genome engineering technology)：CRISPR專利佈局：MPEG LA專利池：專利池授權模式
iknow00409	中國大陸：專利優先審查管理辦法
iknow00410	威斯康辛校友研究基金(WARF)：計算機處理器：蘋果：賠償金
iknow00411	美國製造：鴻海：富士康(Foxconn)：川普：液晶面板(LCD)
iknow00412	電池儲能：能源：儲電
iknow00413	區塊鏈(Blockchain)：杜拜(Dubai)：分散式帳本(distributed ledger)
iknow00414	微軟(Microsoft)：谷歌(Google)：人工智慧(Artificial Intelligence)：深度神經網路(Deep Neural Networks)：全息影像處理器(Holographic Processing Unit)
iknow00415	臉書(Facebook)：人工智慧(Artificial Intelligence)：特斯拉(Tesla)
iknow00416	鴻海集團：富士康(Foxconn)：IIOT工業物聯網：Rockwell：美國製造
iknow00417	豐田(Toyota)：固態電池(Solid-State Battery)：電動車(Electric Vehicle)
iknow00418	蘋果(Apple)：智慧型手機(Smartphone)：樂金顯示器(LG Display)：有機發光二極體(OLED)
iknow00419	《半導體照明產業“十三五”發展規劃》：十三五：中國製造2025：LED
iknow00420	美國聯邦最高法院：智慧財產權：新判例
iknow00421	歐盟：知識產權局：商業秘密(trade secret)：專利營業秘密
iknow00422	人才流失：人才流動：南韓：人力資源
iknow00423	人性化監測(Human Performance Monitoring：HPM)：穿戴式電子：生物監測：生物標誌物檢測：精準醫療
iknow00424	西電捷通：WAPI專利無效：蘋果
iknow00425	智能機器人：科技政策：中國製造2025
iknow00426	聯發科：博通：專利侵權：通訊晶片  
iknow00427	智慧機：智慧手機
iknow00428	新能源汽車：藍皮書：純電動汽車
iknow00429	中國互聯網：互聯網理財：互聯網
iknow00430	區塊鏈(Blockchain)：電動車(Electric Vehicle：Electric Car)
iknow00431	無人駕駛車(Driverless Cars)：全自動駕駛車(Fully Autonomous Cars)
iknow00432	微軟(Micorosft)：人工智慧(Artificial Intelligence)
iknow00433	數位支付(Digital Payment)：行動支付(Mobile Payment)：近端行動支付(Proximity Mobile Payment)：點對點行動支付(Peer to Peer Mobile Payment： P2P Mobile Payment)
iknow00434	蘋果(Apple)：iPad：平板電腦(Tablet Device)
iknow00435	OLED電視：電視面板：滲透率
iknow00436	區塊鏈(Blockchain)：比特幣(Bitcoin)：市場地圖
iknow00437	區塊鏈(Blockchain)：專利佈局：比特幣(Bitcoin)：Hyperledger
iknow00438	IBM：ABCDE布局：前瞻計畫
iknow00439	台達電子：樓宇自動化：工業4.0：安控晶片：晶睿
iknow00440	台積電(TSMC)：資本預算：擴建晶圓廠
iknow00441	液晶電視：出貨量：夏普
iknow00442	薪資：台灣：低薪：人力資源
iknow00443	小型基地台(Small Cell)：5G：高通
iknow00444	先進IC封裝：IC封裝：半導體
iknow00445	智慧手錶：穿戴式裝置：小米：Fitbit
iknow00446	手持式遊戲機：Gamevice：任天堂公司(Nintendo)：Nintendo Switch
iknow00447	自動駕駛車：專利授權公司：Velocity Patent LLC：汽車
iknow00448	遠程智能控溫器：專利授權公司：Ubiquitous Connectivity, LP：智慧電網：能源
iknow00449	5G：蜂巢式網路(Cellular Network)
iknow00450	IBM：深度學習(Deep Learning)：人工智慧(Artificial Intelligence)
iknow00451	索尼(Sony)：種子加速計畫(Seed Accelerator Program：SAP)
iknow00452	區塊鏈(Blockchain)：氣候變遷(Climate Change)
iknow00453	無人駕駛車(Driverless Cars)：自動駕駛車(Autonomous Cars)：BMW：戴姆勒(Daimler)
iknow00454	數位支付(Digital Payment)：行動支付(Mobile Payment)：沃爾瑪(Walmart)
iknow00455	蘋果(Apple)：智慧型手機(Smartphone)：量子點發光二極體(Quantum Dot LED)：有機發光二極體(OLED)
iknow00456	快閃記憶體：高效能儲存：賽靈思(Xilinx, Inc.)
iknow00457	PC：筆記型電腦：PC出貨量
iknow00458	半導體射月計畫：AI Edge產品：AI國家戰略
iknow00459	區塊鏈(Blockchain)：共享經濟(The Sharing Economy)
iknow00460	智慧喇叭(Smart Speaker)：人工智慧(Artificial Intelligence)
iknow00461	蘋果(Apple)：智慧手錶(Smart Watch)：穿戴式裝置(Wearable Device)
iknow00462	手機面板尺寸：出貨量：18：9
iknow00463	國家GDP貢獻：AI (Artificial Intelligence)：智慧機器：智慧製造
iknow00464	無人駕駛車(Driverless Cars)：自動駕駛車(Autonomous Cars)
iknow00465	數位支付(Digital Payment)：行動支付(Mobile Payment)：支付寶(Alipay)：微信支付(WeChat Pay)
iknow00466	LED應用產品：專利侵權：LED專利：封裝
iknow00467	智慧型AR眼鏡(Smart Glass)：混合實境(MR)
iknow00468	福特(Ford)：Waymo：無人駕駛車(Driverless Cars)：自動駕駛車(Autonomous Cars)
iknow00469	遠端醫療照護：專利訴訟：舉發：多方複審(IPR)
iknow00470	蘋果(Apple)：智慧型手機(Smartphone)：量子點發光二極體(Quantum Dot LED)：有機發光二極體(OLED)
iknow00471	高通(Qualcomm)：人工智慧(Artificial Intelligence：AI)：機器學習(Machine Learning)
iknow00472	區塊鏈(Blockchain)：五角大廈(the Pentagon)：比特幣(Bitcoin)
iknow00473	4G LTE：三星：華為：專利訴訟：標準必要專利(SEPs)
iknow00474	Essential：智慧型手機(Smartphone)：消費性電子(Consumer Electronics)
iknow00475	LTE無線通訊：Mobility Workx, LLC (NPE)：佛羅里達大學研究基金會(University of Florida Research Foundation Inc)：LTE標準必要專利：3GPP：大學專利
iknow00476	汽車半導體：電動車：車用IC：車用電子：車用攝像頭
iknow00477	航空器追踪監控：中國民航
iknow00478	臉書(Facebook)：擴增實境(AR)：智慧眼鏡(Smart Glass)
iknow00479	5G：5G經濟社會影響白皮書
iknow00480	有機發光二極管(OLED)電視：QLED：8K電視：液晶電視
iknow00481	特斯拉(Tesla)：無人駕駛車(Driverless Cars)：電動車(Electric Vehicle)
iknow00482	新創公司(StarUp)：新創地圖：亞太地區：科技創新
iknow00483	語音支付(Voice Payment)：行動支付(Mobile Payment)：語音助理(Voice assistant)：人工智慧(AI)
iknow00484	LED專利戰：LED chips：LED晶片
iknow00485	半導體產業(Semiconductor Industry)：三星(Smasung)：資本支出(Capital Spending)
iknow00486	自動駕駛車：輔助駕駛系統：隱形裝置：汽車A柱
iknow00487	衛星：福衛5號：高解析度遙測衛星
iknow00488	全球機器人：工業機器人：機器人發展國家戰略：中國製造2025
iknow00489	手機保護殼：LED照明光源
iknow00490	區塊鏈(Blockchain)：人工智慧(Artificial Intelligence)：健康醫療(Healthcare)：AI
iknow00491	微軟(Microsoft)：深度學習(Deep Learning)：人工智慧(Artificial Intelligence)：現場可編程閘陣列(Field Programmable Gate Array：FPGA)
iknow00492	Fitbit：智慧手錶(Smart Watch)：行動支付(Mobile Payment)：穿戴式裝置(Wearable Device)
iknow00493	IC市場：DRAM：NAND：半導體產業：McClean Report
iknow00494	行動電話(Mobile Phone)：顯示器(Display)：電視顯示器(TV Display：TV Screen)：有機發光二極體(OLED)：智慧型手機(Smartphone)
iknow00495	矽晶圓出貨量：矽晶片
iknow00496	精準醫療：基因治療
iknow00497	AI醫療保健：AI(人工智慧)：新創公司：創投基金
iknow00498	自動化工業：工業機器人
iknow00499	英特爾(Intel)：人工智慧(Artificial Intelligence)：深度神經網路(Deep Neural Network)： Movidius：視覺處理單元(Vision Processing Unit)
iknow00500	無人駕駛車(Driverless Cars)：自動駕駛車(Autonomous Cars)
iknow00501	聯發科技：手機晶片：Helio P23：P30
iknow00502	NB-IOT：智慧路燈系統：智慧城市
iknow00503	國際標準組織(ISO)：機器人(Robotics)：ISO / TC 299：工業標準
iknow00504	蘋果(Apple)：擴增實境(AR)：擴增實境應用程式(AR Apps)：谷歌(Google)：AR行動平台
iknow00505	蘋果：3D：深度感測相機：深度繪圖：專利佈局
iknow00506	DTV：數位電視廣播技術：海爾(Haier)：MPEG LA：ATSC：標準必要專利(SEPs)
iknow00507	國際區塊鏈專利共用聯盟BPSA(Blockchain Patent Sharing Alliance)：區塊鏈 (Blockchain)：專利共享：專利池：BPC(Blockchain Patent Collection)
iknow00508	3D快閃記憶體：東芝
iknow00509	人工智慧(Artificial Intelligence)：深度學習(Deep Learning)
iknow00510	三星電子(Samsung Electronics)：自駕車(Self-Driving Cars)：車聯網
iknow00511	半導體設備資本支出：晶圓代工(foundries)：DRAM： 微處理器
iknow00512	區塊鏈(Blockchain)：共享汽車(Car Sharing)：行動服務(Mobility Service)
iknow00513	人工智慧(AI)：處理器：TPU：GPU：NPU：VPU：深度學習(DeepLearning)
iknow00514	人工智慧(Artificial Intelligence：AI)：語音助理(Voice Assistant)：機器人(Robotics)
iknow00515	大尺寸面板：面板供給：京東方：TFT LCD
iknow00516	智慧喇叭(Smart Speaker)：亞馬遜(Amazon)：谷歌(Google)：語音助理(Voice Assistant)
iknow00517	華為：人工智慧(AI)：手機AI應用處理器：Kirin 970 (麒麟970)
iknow00518	Universal Transdata, LLC (NPE)：USB隨身碟：專利訴訟：威剛
iknow00519	近端行動支付(Proximity Mobile Payment)：行動支付(Mobile Payment)：點對點行動支付(P2P Mobile Payment)
iknow00520	真無線耳機(truly wireless earbud)：蘋果(Apple)
iknow00521	虛擬實境(VR)：擴增實境(AR)
iknow00522	專利申請：技術提案：簽核程序：前案檢索
iknow00523	AI (人工智慧)應用：無人機 (Drone)：農業
iknow00524	人機合作：人機互動：AI機器人：工業機器人：機器人
iknow00525	申請專利：營業秘密(Trade Secrets)
iknow00526	商業秘密(Trade Secret)：知識產權(IPR)
iknow00527	機器人稅 (Taxing Robots)：機器人規範：勞動力：Robot Tax
iknow00528	人工智慧(Artificial Intelligence：AI)：使用者介面(User Interface)：UX(User Experience)
iknow00529	區塊鏈(Blockchain)：電信營運商(telecom carrier)
iknow00530	專利蟑螂：專利訴訟：第三方複審(IPR)
iknow00531	智慧醫院 (Smart Hospitals)：AI (人工智慧)：Cognitive認知科學：華碩：醫揚(Onyx)
iknow00532	臨時禁制令：高通(Qualcomm)：蘋果(Apple)：權利金支付
iknow00533	3D感測 (3D Sensing)：3D感測模組：3D感測模組供應鏈：人工智慧晶片(AI)：AI晶片
iknow00534	7奈米製程：CCIX試產晶片：加速器：先進晶片
iknow00535	智慧電視(Smart TV)：亞馬遜(Amazon)：語音助理(Voice Assistant)：機上盒(Set-Top Box)
iknow00536	賓士(Mercedes-Benz)：電動車(Electric Vehicle)
iknow00537	蘋果(Apple)：智慧型手機(Smartphone)：iPhone
iknow00538	生物科技產業 (Biotechnology)：智慧醫療：AI (人工智慧)：精準醫療
iknow00539	專利價值：智財專利：專利侵權訴訟：大專院校：智財活用：智慧財產貨幣化：美國法院訴訟效益
iknow00540	蘋果(Apple)：智慧手錶(Smart Watch)：蘋果手錶(Apple Watch)：穿戴式裝置(Wearable Device)
iknow00541	高德地圖：專利侵權：專利訴訟：圖資：手機地圖
iknow00542	臉部辨識(Facial Recognition)：Face ID：蘋果(Apple)：真實深度攝影系統(TrueDepth Camera System)：3D感測：AI晶片
