PG11009-0073	志願服務
PE11007-0063	《夜花仙人掌》：《鹹魚姑娘》：多物種遭逢：流變：創傷：酷自然：跨身體性：共生
PC11007-0100	關鍵基礎設施防護：韌力：都市防災：風險評估
PF11007-0145	參考諮詢服務：關係鏈：共享智財：認知與態度：coup框架：學術出版社
PB11007-0147	超臨界流體：染色：蒽醌型：分散性染料：乙醯氧烷基
PG11004-0128	原子能民生應用：加速器：國際原子能科研組織：原子能關鍵科研基礎設施
PG11005-0018	核醫藥物：迴旋加速器：鈷-60加馬照射廠：智慧化醫材：肝貯存量評估：多聚醣標靶技術
PG11003-0242	人工智慧：機器學習：深度學習：深度增強式學習：遷移學習：貝氏最佳化理論：主動學習：生成對抗網路
PG11003-0247	亞洲‧矽谷計畫執行中心：物聯網：邊霧運算：邊緣學習：邊緣人工智慧：雲霧協作
PG11003-0248	水刀注藥技術：含氯場址生物整治
PG11006-0203	數值地形模型：三維圖資：自駕車用高精地圖
PG11006-0206	管制藥品：管制藥品製藥工廠：管制藥品銷售量：管制藥品健保藥價
PG11004-0028	半自動：土壤顆粒：分選
PC11007-0166	降尿酸藥物：黃嘌呤氧化酶抑制劑：心血管疾病：心衰竭：febuxostat：allopurinol：benzbromarone
PC11007-0167	心臟衰竭：心房顫動：神經調節蛋白-1：電生理：鈣離子恆定：自主神經活動
PF11007-0164	解釋充分性：建言韌性：心理安全：建言效能
PF11007-0165	保單貼現：長壽風險：證券化：資產負債管理：避險
PB11007-0207	橋梁：近斷層地震：耐震：補強：結構與土壤互制：土壤液化：設計規範
PF11007-0272	顧客不文明行為：情緒調節：情緒展現：權力：探知動機：工作滿意度：情緒作為社會資訊：工作滿意度
PB11007-0397	深度學習：物體偵測：卷積神經網路
PB11007-0398	zn-mg基活性合金：超音波輔助活性暫液態相接合：超細晶：7075 鋁合金
PB11007-0407	辣椒：辣椒素類化合物：酚類化合物：抗氧化活性：高效液相串聯質譜儀
PC11007-0223	細懸浮微粒：代謝異常：胰臟：天然植物成分
PC11007-0245	肺炎鏈球菌結合型疫苗（pcv）：莢膜多醣（cps）：免疫接種：疫苗：單株抗體（mabs）
PF11007-0301	專業經理人人格特質：外向性：公司研發創新
PC11007-0246	人工齲齒模型：硬化牙本質：聚對二甲苯離子儲存槽：咀嚼模擬：生物膜反應器
PB11007-0443	上肢外骨骼機器人：操控系統：主被動式控制：復健應用
PF11007-0261	股權薪酬：風險承擔行為：股東訴訟風險：全面請求法案
PB11007-0327	太陽能電池：奈米核殼顆粒：氫氣：組織發炎：活性氧化物質
PA11007-0165	量子同調環：爆炸手術
PF11007-0242	印尼傳統文化：印尼數學：數學與文化：跨民族合作學習：東亞數學文化課程
PC11007-0195	漸增運動測試：自選配速最大攝氧量測試：水中最大攝氧量：水中肌肉氧合反應：水中最大有氧能力
PB11007-0336	雙通路系統：史塔貝克均衡解：市場行銷努力：賽局理論：客製化等級
PC11007-0235	嚴重特殊傳染性肺炎：維生素a代謝異常：跨膜絲胺酸蛋白酶：新陳代謝症候群
PD11007-0061	白蝦：生物胺：oa/ta受體：基因靜默：免疫抗病反應：神經內分泌
PG11002-0125	長照機構：新冠肺炎：焦慮：憂鬱
PF11007-0244	國家挑唆犯罪：不自證己罪原則：法律保留原則：證據使用禁止：訴訟障礙事由：阻卻刑罰事由：虛偽教唆
PF11007-0291	陽剛：霸權：包容式陽剛：男性運動員：團隊運動
PG11003-0108	颱風：颱風強度：深度學習
PG11003-0110	土壤清洗：空蝕清洗：臭氧高級氧化技術：石油探氫化合物污染土壤：有機物污染底泥
PG11003-0463	裂流：影像分析：數值模式
PG11004-0119	隱藏圖案：印花：電腦雕刻：雷射雕刻：幣章
PG11004-0143	使用者中心設計：設計思考：數據驅動設計：人工智慧驅動設計
PE11007-0111	園藝：蔬菜：學校園藝：文化論述：熱帶文化：地景：環境
PB11007-0498	新波形：第五代行動通訊新無線波(nr)：正交分頻多工(ofdm)：廣義分頻多工(gfdm)：循環脈波塑形預編碼正交分頻多工(cps-ofdm)：帶外輻射(oobe)：峰均比值(papr)：非正交多重接取(noma)：稀疏碼多重接取(scma)：通道估測：時偏差：載波頻率偏差：最優化
PB11007-0540	太陽能：奈米流體：相變化材料：太陽能光電熱能複合模組：動態建模系統
PA11007-0263	光熱治療：雜環碳烯金屬錯合物：鉑前驅藥物：熱可逆分子：螢光分子
PF11007-0386	跨領域教育：運算思維：問題解決：學習診斷：適性化回饋
PB11007-0500	深度學習：數位孿生：工地查驗：鋼筋：預埋管路：半監督式學習：主動學習：rgb-d實例分割：建築資訊模型：運動回復結構：無人飛行載具
PC11007-0275	女性痛風：絕經前痛風：遺傳標記：全基因組關聯分析
PB11007-0546	無人機：多無人機協作：智慧吊掛：影像伺服控制：三維圖資建構：三維路徑規劃
PB11007-0548	腦中風：復健：生活復健輔具：經皮神經電刺激：擴增實境
PB11007-0679	感潮河段：河川逕流：潮汐：潮汐不對稱：流速不對稱
PF11007-0415	自然環境：恢復效益：大學生：心理健康：固定樣本貫時追蹤研究：憂鬱
PF11007-0466	生態系統：價值共創：利害關係人理論：後設組織：織組形式
PB11007-0627	擴增實境：沉浸理論：互動性：遠距臨場感：廣告態度
PB11007-0628	神經探針微電極晶片：前置放大器晶片：開源硬體
PC11007-0363	線蟲：細菌膜穿孔毒素：細胞內生性防禦機制：轉錄因子eb：蛋白質精胺酸甲基轉移酶七
PF11007-0398	中高齡與高齡：情境學習：專家知能傳承：工作特徵：創新行為：組織敘說
PB11007-0697	計畫性過時：顧客互動理論：期望不確認理論：雙因子理論：狩野模式
PB11007-0148	esg：永續資訊科技sit：sdgs：環境教育：共享價值：sdg策略
PF11007-0093	美國財務會計準則第141號和第142號公報：商譽：公允價值會計
PC11007-0078	硝酸鹽：甜菜根汁：腸道菌相：認知功能：發炎反應：老年人：血壓：血液流變
PB11007-0170	高熵合金：合金設計：介金屬：成相理論
PA11007-0069	藻礁：兇猛酋婦蟹：物種分布：大螯夾力：穩定同位素
PG11005-0154	司馬魯肽：胜肽合成：光學異構物不純物
PG11006-0293	澎湖章魚：滑面蟹屬：大狗：族群調查：水產養殖：幼苗發育
PC11007-4487	心律不整：高血壓：心衰竭：冠心症：人工智慧：生物標記：精準醫療：智慧醫療
PG11006-0284	x光機：可攜式：肺部：骨科：肢體病變
PB11007-0151	模糊類神經網路：模糊分類器：可解釋人工智慧：深度學習：深度卷積網路：增量學習
PG11005-0164	符合性評鑑：顧客滿意度：外部爭議解決
PF11007-0187	跨領域團隊：創意歷程：智識中心：整合複雜：發散及收斂
PF11007-0204	本土諮商：安身立命：存在諮商：生命教育：生涯發展：生涯韌性：生涯輔導：易經：現象學：掌控落實與悅納變通：辯證取向德性存在生涯模式：優勢取向諮商：困境轉化
PB11007-0267	高壓配電盤：在線監測：無源無線溫度感測器
PB11007-0269	風險動力學：複雜社會技術系統：參與式系統動態建模：權益關係者分析：系統論事故分析方法：災害風險：變動風險：韌性強化
PB11007-0216	地圖概念：視覺障礙：觸覺地圖：三維城市模型：citygml：地圖觸覺變量：3d列印：地圖有效性
PC11007-0151	唾液腺：細胞移植：頭頸部癌症：放射治療：萎縮性鼻炎：鼻黏膜：再生
PC11007-0228	風濕性關節炎：nk細胞：抗腫瘤壞死因子製劑：調節型自然殺手細胞：趨化因子
PC11007-0229	全基因關聯性研究：微陣列：胰臟癌
PC11007-0230	導彈：癌症標靶胜肽：癌症幹細胞：胜肽藥物複合體：綠膿桿菌外毒素：癌症療法
PC11007-0231	急性呼吸窘迫症：人臍帶間質幹細胞：發炎：隨機第二期臨床試驗
PF11007-0287	利己：利他：玩家共創行為：虛擬寶物購買意圖
PB11007-0354	奈米維度自修復技術：彈性與自我修復半導體：自主自修復彈性材料：動力鍵結：自修復有機電晶體：自修復發光二極體：彈性與自修復有機tft-led驅動電路
PB11007-0355	系統層級封裝：打線封裝：封裝基板設計：電源領域優化：基板接點擺放：多元件封裝設計
PB11007-0356	量化回授理論：智慧化控制：異常診斷：系統鑑別：多變數控制：姿態推估：多軸飛行器
PF11007-0267	總統權力：總統：總理：半總統制：總統任命總理權
PF11007-0268	原住民族：微型財務：年金制度：社會投資：社會安全
PG11004-0053	生物復育：植生復育：地下水
PB11007-0432	先進數位化製造：薄壁高硬度材料圓筒形元件：熱處理數位化：虛擬製造：切削力模型：加工品質預估
PC11007-0238	人工智慧：人工生殖：生殖醫學：試管嬰兒：預測模型：深度學習：機器學習：不孕症：胚胎：囊胚：新鮮週期植入：冷凍週期植入：胚胎植入：活產率：精準醫療：個人化醫療：智慧醫療
PF11007-0249	後進追趕：機會之窗：技術：學習：制度：台灣：資通訊產業：工具機產業：離岸風能產業
PB11007-0358	永續城市：智慧城市：包容性城市：合作式共享：最佳化：分析網路程序法：巨量資料：灰色預測模型：動態網路程序法
PF11007-0318	失業保險金：風險承受：股票流動性：heckman兩階段迴歸
PD11007-0070	人為干擾：樹棲哺乳動物：都市化：棲地利用：生理
PB11007-0555	背景初始化：奇異值分解：生成對抗網絡：sbi資料庫
PE11007-0119	離散認同：家國：東南亞：菲華：現代藝術：洪救國：朱一雄
PB11007-0560	深度學習：燃燒平面火焰爐：最佳化：參數：贋復牙齒材料性質
PC11007-0327	口腔癌：微核醣核酸：il-8：腫瘤微環境：粒線體
PG11002-0081	十二年國教課程綱要：普通高中：學校本位課程：課綱實施轉化：設計為本研究法
PG11002-0158	椎體成形術：後凸成形術：骨水泥：脊椎骨折：電腦斷層
PG11002-0299	澎湖：水肺潛水：生物資源：物種多樣性
PG11002-0308	氣候變遷：健康危害閾值：冷傷害：熱傷害：冷熱預警系統：健保資料庫
PG11004-0149	實證健康照護：實證醫學：考科藍資料庫：實證決策：知識轉譯
PG11005-0068	權宜船：國際海洋法的刑事管轄權：船舶國籍
PG11005-0070	車銑複合機：自動換刀：動力刀塔：刀具智慧管理系統
PB11007-0685	能源代謝地圖：人類行為：社會經濟：地理統計
PA11007-0301	鐮孢菌：圓胸小蠹蟲：菌蠹蟲：共生：咖啡果小蠹：莿桐釉小蜂
PF11007-0418	員工薪酬：家族企業：控制權
PA11007-0344	食性適應：遺傳變異：數量性狀：種化
PB11007-0800	新冠肺炎：遠距教學：成功因素：學習成效
PB11007-0803	主動矩陣式顯示器：微型發光二極體：色彩偏移：功率消耗模型：畫素電路：混合式驅動
PC11007-0376	心室心律不整：低溫治療：amiodarone：高密度標測：心肌梗塞
PF11007-0423	職場導師制：負面經驗：工作成效：照服人員
PB11007-0702	準碎形：覆蓋率：同相碎方：圖紋拼貼演算法：單軌：全覆蓋電容器：理想線性組合模型
PE11007-0160	公民參與：適切設計：地域振興：社區營造：地方創生：治理模式
PC11007-0387	肌肽：肌二肽酶：心臟衰竭：容積過荷：氧化壓力：發炎
PF11007-0424	漂綠訴求：漂綠廣告：偏見同化：代言人：漂綠揭露：品牌反向傷害
PB11007-0704	粒線體萃取：分離：微脂體包覆：長時效保存：實驗室碟片
PB11007-0710	過電壓破壞 (eos)：靜電放電 (esd)：橢圓型佈局：人體靜電放電模型(hbm)：橫向擴散金氧半電晶體(ldmos)：二次崩潰電流(it2)：傳輸線脈衝量測儀：超高電壓(uhv)
PB11007-0711	高雷諾數：非線性：逆問題：病態問題：迭代法
PC11007-0409	肌肉細胞：外吐小體：神經損傷：神經再生：運動神經優先再生
PC11007-0410	胃癌：鈣鋼蛋白：vegf-a：hur：表關遺傳：hdac：mettl3：mettl14
PA11007-0070	重組dna技術：基因表現：大腸桿菌：包涵體：複合蛋白質奈米結構：自我組裝：包涵體之應用
PB11007-0136	生醫鈦合金：表面改質：奈米管：表面形貌：功能性金屬元素：熱處理：生物活性
PC11007-0101	藥物監測：新型口服抗凝血藥：維生素k拮抗劑：藥物基因學：基因多型性
PB11007-0201	精準健康：邊緣運算：數位分身：遠距照護：人工智慧：慢性病管理：物聯網：決策支援系統
PA11007-0106	檢測：異質性測量誤差：影響點：測量誤差模型
PG11006-0052	原子能科技政策規劃及法制研究：核能安全科技：核電廠除役：電漿及輻射應用 科技：人才培育及溝通：放射性廢棄物管理
PG11006-0026	奈米微粒：作業環境測定：健康效應指標：容許暴露建議值：危害介入改善
PB11007-0152	氧模擬軟體：離散偶極近似：高吸收率超寬頻：多層吸收器：表面電漿共振：局域表面電漿共振：法布里－佩羅諧振腔：超節點原理
PE11007-0082	時態：一致性：不可解釋性特徵：動詞性曲折變化
PC11007-0160	阿茲海默氏症：周期蛋白依賴型激酶：環糊精：代謝體學
PB11007-0285	圖信號處理：圖平移算子：聯合平移算子：時間頂點諧波分析：聯合時間頂點平穩性：聯合功率譜密度估計
