PG10605-0085	嗅覺：嗅覺皮質：梨狀皮質：前額皮質：杏仁核皮質：神經元路徑追蹤：輸出神經元圖譜
PA10507-0992	西南沖繩海槽：海床熱流值觀測：溫度模型：海床熱液系統：宜蘭平原地下構造
PB10507-1034	網印銀：無電鍍：金屬化：鎳矽化物：太陽能電池
PA10507-0460	低溫逆境：蝙蝠：冬眠
PB10507-3318	風力發電：葉片：結構健康診斷：狀態監控：破壞：疲勞壽命：有限單元分析
PF10507-1933	生態取向：依身體尺度度量的訊息：依行動度量的訊息
PC10507-1040	自主防災社區：群眾流動：空間安全設計：公共安全
PB10507-0530	準非晶陣列結構：矽水凝膠：角膜接觸鏡
PB10507-3288	鋰離子電池：電池模擬：循環壽命：電池安全評估：電池熱管理
PF10507-0865	文化創意產業：媒體建構：框架化分析：框架建構
PG10501-0112	化粧品原料：天然成分：驗證與標示：國際法規研討會
PG10501-0044	地震：海嘯：海底地震儀
PG10501-0105	經濟部：技術處：學界科專：一般型：在地型：產學研價值創造計畫
PC10507-1442	口腔鱗狀細胞癌：基質交感蛋白1：鈣離子信息傳遞：癌症進展：癌症轉移
PC10507-0426	低氧預處理：瞬時受體電位錨蛋白：促存活訊息路徑：心臟保護：缺血重灌流傷害
PF10507-1682	科學：科普：金科獎：影展：探究學習
PG10501-0305	氣喘：氣候變遷：日溫差
PG10501-0130	食品標示管理規範：國際食品標示法規研究
PG10501-0124	藥物濫用：藥物濫用：新興濫用藥物
PG10501-0193	時頻校核技術：國家時間同步服務：國家時間頻率標準
PG10501-0205	柬埔寨：台灣客商：社會形構：網絡
PG10501-0796	食品產業：創新：價值：食品安全：國際化：消費行為
PG10501-0246	nrp1結合胜肽：plga 奈米粒子：肺癌：腫瘤微環境：信號傳導和轉錄啟動子3
PG10501-0201	醫療科技評估：成本效益：健康保險
PG10501-0282	3d列印：醫療器材：臨床試驗
PG10501-0737	軟體測試自動化：測試即服務：資訊軟體驗證：資安檢測：滲透測試：行動應用軟體測試：行動應用雲端測試平台
PG10501-0339	鈣離子恆定：子宮頸癌
PG10501-0348	恐慌症：長期增益：酸敏感離子通道：突觸：恐懼記憶：杏仁核
PG10501-0336	客語：客家諺語：隱喻：客家文化：動畫
PG10501-0400	光遺傳學：腦癲癇：丘腦網狀核：腦皮質：腦波：電生理
PG10501-0758	寬頻匯流系統與整合技術：雲端智慧化網路影音存取：鄰近應用服務：ott雲端服務平台技術：下世代sdn網路：高效能多元視訊內容壓縮
PG10501-0762	產業技術：技術前瞻：策略
PG10501-0781	能源發展綱領：能源政策法規：性別主流化
PG10501-0776	檸檬鯊：東沙島：族群大小：分布
PG10502-0253	海運：資料庫
PG10503-0142	中醫：臨床技能：客觀結構式臨床技能測驗：中醫師
PG10503-0036	失能：醫療利用與支出：健康餘命：衛生政策：活躍老化：健康資料：實證公共衛生學：高齡友善環境
PG10503-0028	全般刑案：特殊犯罪：累再犯：犯罪矯治：法務革新：監禁率
PG10503-0025	團體推動標準化活動補助：標準人才培訓：世界標準日：互動式情境標準網頁查詢
PG10501-0442	糖尿病：腎病變：微型核糖核酸：hdac4
PG10501-0324	光熱效應：奈米金籠：福斯特共振能量轉移：分子信號
PG10501-0297	胰臟癌：癌轉移：胰臟癌幹細胞：抗藥性：胰臟癌細胞外基質：雙特異性去磷酸酶-2
PG10501-0298	閉迴路深部腦刺激：深部腦刺激術：帕金森氏病：視丘下核：步履障礙
PG10501-0570	以病人為中心：職能治療：電腦適性測驗：中風
PG10412-0244	底泥：酸揮發性硫化物：同步萃取金屬：hyalella azteca：生態風險評估
PG10412-0243	底泥：重金屬：環境代謝體：生物毒性：生態風險評估
PG10412-0241	地下水污染：溯源環域：風險評估：線上模擬平台
PF10507-2288	環境教育法：環教人員：環境素養：課程活動方案：經營绩效：人員認證展延：場域設施場 所：環境因子：創新擴散理論：評估機制
PF10507-2292	科學玩具：萬花圖：玩具套件
PF10507-2287	企業社會責任：環境教育場域：經營規劃
PA10507-1545	河川：水污染管理：永續國土規劃：污染物：流佈與傳輸
PA10507-1543	富勒烯寡聚物：理論計算：光譜：光學活性
PF10507-2289	教師文化：教學文化：現時主義：德懷術
PF10507-2294	自我學習：對話式教學：智慧家教系統：數學學習
PF10507-1107	極深度價外賣權：公司信用風險：股票報酬率預測：選擇權交易量：選擇權未平倉量
PB10507-2612	疏水海綿：萃取式發酵：溫度感應高分子：丁醇
PF10507-2055	個別化：同儕互評：樂器演奏：翻轉教學：二胡
PB10507-3093	自發光顯示器：影像增強：功率節省：直方圖等化
PA10507-1085	地層滑動：地表振動：氣象雷達
PC10507-0926	靜脈曲張：全基因表現：rna-seq：遺傳關聯性研究：斑馬魚模型
PC10507-0913	膽道閉鎖：膽道性肝硬化：非侵襲性影像指標：擴散峰度影像：體素內不同調水分子運動影像：磁振造影
PA10507-0554	地震：地下水位：應變：空間：同震
PC10507-0332	阿茲罕默症：粒線體：第五型驅化物：ampkα：神經纖維生長分化：突觸可塑性
PA10507-1325	氣候變遷：海水面上升：海岸非工程治理：海岸後退帶：社會回應
PB10507-2751	土地利用變遷：驅動力：土地利用模式：不確定性分析：適宜性分析：模式平台
PB10507-2439	功能性微粒：三軸共押出薄膜：延伸致孔：微多孔：透濕防水：除臭
PF10507-2036	文化回應教學：幼兒：社會多樣性：幼教人員：學習活動
PB10507-1366	airbnb：成功模式：產品解譯：網站解析：關係鞏固：發送者-訊息-接收者溝通模式：雙因素理論：承諾-信任理論
PF10507-1091	跨境旅遊：結構引力模型：國際價格差異：邊境管制政策
PF10507-0111	區域經濟整合：逆製造：轉型升級：選擇權：購併
PG10502-0243	二氧化碳捕獲：二氧化碳封存：化學迴路
PG10502-0249	氣候變遷：設計波：二維數值模式：臺灣主要港口：風浪推算
PB10507-0399	氣候變遷：極端降雨：雙變數頻率分析：土砂災害
PF10507-1849	企業社會責任：策略性企業社會責任管理或操縱行為：財報可讀性：信用風險：公司治理：政治連結：高管團隊聲譽
PF10507-0137	校長教學領導：學校效能：後設分析：結構方程模式取向之後設分析
PF10507-2214	幾何：國小學童：補救教學
PB10507-0320	螢光顯微術：寬視野：三維：全像濾波器：結構式照明：光學斷層：離體：活體：影像演算法：生物組織
PA10507-1039	x 光激發奈米粒子：x 光放射治療：活性氧：免疫療法：強度調控放射治療：x 光動力治療：卵巢癌
PE10507-0045	朱熹：理學：宋代哲學：中國哲學史：中國思想史
PB10507-3191	模糊控制：協方差控制：滑動模式控制：狀態方差限制：被動限制
PF10507-0256	空間能力：遊戲學習：創造力：真正實驗設計：科技接受模式
PF10507-0722	抽象科技轉讓：出口管制法規：軍商兩用科技：歐盟出口管制體系：美國出口管制體系
PC10507-1161	皮膚暴露：體外試驗：二次傳輸暴露：殘留量
PE10507-0127	yi-li(the book of etiquette and ceremonial)：three biographies of ch'un ch'iu：pin-li (聘禮)：gong shi dai-fu li (公食大夫禮)
PB10507-2264	熱電奈米線：5-20 nm：cu2-xse：snse：zt 值
PB10507-1658	遊戲化介入機制：展望理論：旅運行為變動：混合羅吉特：潛在類別模式
PB10507-1720	科學中藥快篩平台：酒精代謝：乙醇脫氫酶 (adh)：乙醛脫氫酶 (aldh)：細胞色素 p450iie1
PF10507-1936	學習型環境：區域合作：數位學習：人才培育：國際合作
PD10507-0172	生物活性胜肽：生物資訊學：胜肽質體學：藥物動力學
PF10507-1250	板平效應：處分效應：行為傾向：交易績效
PC10507-0197	白色念珠菌：jhd2：組蛋白去曱基酶：set1：not4：組蛋白三離胺酸四（h3k4)：形態生成：致病力
PF10507-2112	創客教育：stem •創意工程教育
PG10501-0340	中醫藥轉譯：中藥複方：臨床前研究：系統生物學：質體學
PG10501-0287	3-單氯丙二醇酯：烘焙食品：氣相層析串聯質譜儀
PB10507-0185	混合火箭：奈米金屬：光照點燃：點火系統
PF10507-0108	生涯使命感：教師：華人文化：實踐行動
PC10507-0050	葡萄糖轉運蛋白抑制劑：降血糖藥：抗癌藥：葡萄糖螢光衍生物：藥物篩選平台：癌幹細胞
PF10507-1088	認知注意：mogul架構：啟示：意識：工作記憶：執行功能：價值：目標：自我
PC10507-0659	nipam 凝膠劑量計：平行光電腦斷層掃描儀：近接放射治療：高劑量率
PD10507-0094	深層海水：有機礦物質：真菌：失智症
PF10507-1466	資產配置：主動式基金：資產類別
PB10507-2162	外部歸檔：矩陣分解法：多目標最佳化：非支配解：柏拉圖前緣解：被動電力濾波器：教與學演 算法
PB10507-1878	門診預約：預約規則：牙科醫療服務：系統模擬：類神經網路
PA10507-0721	f-飽和圖：f 的飽和數：turán 數
PC10507-1202	失智症：認知疾患：精神行為障礙：血管性疾病：磁振造影掃描：擴散張量影像
PB10507-0207	被動式光網路：正交頻分複用：正交分頻多工存取：數位類比轉換：類比數位轉換：延遲分 複用：光波塑形
PB10507-1020	設備失效偵測：廣義概似度比檢定管制圖：鑽石線切割機：滾軸軸承：lam 9600 離子蝕刻機：工業4
PA10507-0727	局部積分 c-半群：生成元：次生成元：抽象柯西問題
PF10507-0215	顧客行為：接近行為：趨避行為：壓力思維
PB10507-2917	僵直性脊椎炎：功能性動作：脊椎運動學：超音波：著骨點病變
PC10507-0870	人工肩關節：客製化器械：電腦輔助術前規劃：導引器械：退化性關節炎
PE10507-0022	蔣友仁：宋君榮：拉茲莫夫斯基：書經：尚書：翻譯：基督教：傳教士：耶穌會：中國經典：拉丁語言：抄本
PF10507-2212	瓶頸：擁擠：雙運具：機車
PC10507-0722	熱潮紅：血清素受體2a：單一核苷酸多型性：分子標靶診斷
PF10507-0945	低階白領：階級下滑：性別：親密關係：婚姻：蟻族：北漂：住房：中國
PB10507-0451	轉向幾何：電動輔助轉向系統：主動式前輪轉向系統：主動式前輪獨立轉向系統：機構合 成：空間機構分析：車輛動態分析
PA10507-0363	改變點：有限混合模型：模糊分類：統計製程管制：切換式迴歸
PB10507-0607	微型圓管：不鏽鋼：有限元素：彈塑性：管端擴口
PB10507-2367	生物可分解高分子：離子液體：綠色材料摻合體：分子間作用力：球晶成長特性：結晶特性
PA10507-1352	梅雨：氣候：cfsv2：預報
PB10507-0693	星芒狀調控器：非預混式燃燒爐：等溫流場：燃燒場
PF10507-1292	霸凌：網路霸凌：社群媒體：言論自由：網路治理
PB10507-0605	粉粒體材料：振動顆粒床：分離：粒子溫度：擴散係數
PF10507-0671	公司使用衍生性商品投機：風險承擔：分析師盈餘預測：盈餘管理：選擇性避險
PF10507-1997	依時性：旅次鏈：路段旅行時間推估：先進先出
PB10507-0362	微流體：氣泡誘導聲流：微分子溫度量測技術：粒子影像速度量測技術
PB10507-2973	登革熱：個體自主式模型：細胞宮格機：土地使用：家戶旅次調查
PB10507-0404	慣性量測單元：動作捕捉系統：測力板：運動學：動力學
PF10507-2202	公車司機員排班：公車司機員輪班：整合輪班與排班模式：公車旅客指派
PB10507-1690	高熵合金：耐火金屬：高溫機械性質：固溶強化
PF10507-1715	銀髮族：牙科照護：雲端技術
PB10507-0952	固體力學：結構力學：細胞力學：原子力顯微鏡：異向性彈性力學
PG10503-0279	細胞凋亡：人類肺腺癌細胞：類黃酮
PB10507-2087	降噪：色溫調控：芳香療法：數位開關：遙控戒指：聽音辨位：語音辨識
PG10412-0157	結核病：細胞激素訊息抑制物-3：易感性
PG10506-0143	氣凝膠：氣凝膠複合材料：防火隔熱：氣凝膠/非織物複合材料：氣凝膠粉末：綠建材：安全無毒：環保
PG10501-0191	客家文化展示：文化認知：博物館
PG10503-0111	異硫氰酸酯：多重抗藥菌株：殺菌作用
PG10501-0219	人口老化：全民健保
PG10501-0308	類固醇：骨質疏鬆：間質幹細胞：bromodomain 4
PG10501-0346	吸菸：戒菸：遺傳學研究
PG10501-0162	組蛋白去乙醯酶：多發性骨髓瘤：乳癌：蛋白酶：細胞凋亡：細胞移行
PG10501-0165	巴金森氏症：粒腺體：百草枯
PG10501-0783	轉口貨櫃：貨櫃櫃源：貨櫃轉運型態
PG10504-0052	無線射頻辨識：贓證物庫：物聯網：數位化管理
PG10505-0071	小細胞基地台：長程演進技術進化：毫米波通訊：同頻同時全雙工：動態頻譜分享：巨量連結：超密集組網：移動網路
PG10503-0241	能源管理人員：能源管理：人才培訓：設置登記
PG10503-0293	影像醫療器材：放射造影：輻射應用：輻射劑量：放射成像
PG10502-0033	鋼筋混凝土：混凝土結構：結構設計：混凝土施工
PG10501-0791	刺激響應材料：智慧材料：異質接合：熱解黏材料：uv解黏材料：結構補強材
