PG10707-0063	智慧建築：推廣策略
PB10702-2177	高分子發泡材料：微奈米孔洞材料：發泡押出：微發泡射出：超臨界流體技術：高分子加工
PD10702-0249	神經壞死病毒：致病機制：外殼蛋白：酵母菌雙雜合法：受器或共同受器：細胞骨架：糖類代謝：免疫：粒線體離子調節：核醣體蛋白
PB10702-2742	氣候變遷：極端氣候：微氣候：智慧物聯網：品質農業：新農業：無線感測網路：影像處理：電子舌系統：決策支援系統：網路雲端
PC10702-0709	腸道菌叢：大腸息肉：大腸直腸癌：β-葡萄醣醛酸酶：人工智慧：臨床風險評估
PE10702-0190	高山原住民部落：共乘：需求反應式公共運輸：智慧型運輸系統：生態觀光：道路耐災性
PB10702-2744	sdn-ip 網路：影音串流：服務品質保證：網絡地址轉換：p4
PB10702-2745	決策分析：供應鏈：巨量資料分析：車輛路徑問題：啟發式演算法
PB10702-2746	深度學習：專利：自然語言處理
PE10702-0235	成都平原：聚落型態：金沙遺址：十二橋文化：手工業生產
PB10702-2748	行動邊緣計算：視訊直播：快取機制：無線資源配置
PG10612-0263	地震震源機制：庫倫應力
PG10702-0161	活性覆蓋法：活性碳：甲基汞：底泥
PG10712-0131	汞蒸氣吸附：含硫廢焦碳：動力吸附實驗分析
PG10704-0081	電阻抗斷層掃描影像：三維重建：定量分析
PG10703-0081	邊坡破壞：無線監測模組：水力力學耦合分析：依時預警系統：物聯網
PG10703-0137	地熱資源資料庫：地熱流體成像：產能試驗
PG10612-0281	norad：癌症轉移：肺癌：乳癌
PG10612-0221	多重抗藥性(mdr-tb)：廣泛抗藥性結核菌(xdr-tb)：genotype抗藥性分子快速檢測：genexpert抗藥性分子快速檢測
PG10612-0234	結核病防治：潛伏感染：預防性治療：檢驗：藥物研發：性別
PG10701-0248	台灣地區院內感染監測系統 (tnis)：抗藥性機轉：流行病狀況：抗生素抗藥性：台灣地區多中心抗生素抗藥性監測 (smart)
PG10701-0245	能源教育：節約能源：能源素養
PB10701-0414	電弧故障：直流線路：火災：檢測：fpga
PA10701-0384	第二型dna 拓撲異構酶：dna 分子閘門：蛋白質與dna 之交互作用：蛋白質-dna 複合體之構形變化：生物巨分子x-射線晶體結構解析
PC10701-0596	神經病變痛：g 蛋白耦合受體tdag8：酸敏感離子通道3：g 蛋白訊息傳導：痛覺神經細胞
PA10701-0203	星系演化：星際塵埃：高紅移：數值模擬（流體力學模擬）：阿塔卡瑪毫米及次毫米波陣列
PB10701-1069	納許均衡：混合策略：邊際減排成本：多階效率估計：市場結構
PC10701-0390	多囊性卵巢症候群：顆粒細胞：誘導型多能幹細胞
PB10701-1156	5g 無線蜂巢網路：裝置間通訊：裝置發現：干擾管理：物聯網：頻譜資源配置
PB10701-0424	單一相發白光螢光粉：水熱合成法：正方晶lavo4：摻雜：pr
PB10701-0068	水深反演：海底地形模型：線性與非線性光譜模式：粒子群最佳化：高解析多光譜衛星影像
PB10701-0936	訓練：視覺：心率變異
PB10701-0696	鋁鎂合金：敏化：非破壞性檢測：渦電流量測：導電度
PC10701-0704	半乳糖凝集素-3：整合蛋白alpha3：磷酸化：半乳糖凝集素-1：情境恐懼制約學習與記憶
PC10701-0835	非傷寒沙門氏菌：腸炎：第三代頭孢子類抗生素
PB10701-0066	多氯萘：短鏈氯化石蠟：持久性有機汙染物：都市廢棄物焚化爐：周界大氣
PE10701-0057	客語故事：敘事結構：內容-形式整合：整體-類別整合：知識基模：文化約制
PB10701-0853	儲氫：高能球磨 (hebm)：等徑轉角擠壓 (ecap)：劇烈塑性變形 (spd)：az 鎂合金：活性碳：奈米碳管：鎂基複合材料
PB10701-0215	行動天線：行動通訊裝置天線：窄淨空區天線：lte 天線：wwan 天線：gps 天線：wlan 天線：金屬機殼通訊裝置
PE10701-0327	模態邏輯：知識邏輯：邏輯全知：證成邏輯：推論時間
PC10701-0920	角蛋白融合：幹細胞特性：機械力訊號傳遞：細胞核內骨架：細胞移動侵略性
PB10701-0474	dna分離：電泳：多尺度分子模擬：粗化分子模擬：微流體系統：螢光單分子實驗
PF10701-0355	非財務績效：財務績效：産品生命週期價值：顧客生命週期價值及員工生命週期價值
PC10701-0169	異位性皮膚炎：免疫調節劑：聚麩胺酸：微針貼片：細胞激素：透明質酸
PB10701-1167	多階段綠色供應鏈：退化性物品：保存技術：碳排減量：賽局理論
PC10701-0616	照護持續性：雲端藥歷：醫師集中程度：醫師服務量：藥物交互作用：死亡：住院
PA10701-0188	同調性：螢光：激發放射：雙光子：靛氰綠：電漿：微共振空腔
PA10701-0164	磁性奈米結構：熱傳導：熱擴散：磁子
PG10701-0401	異常波浪：瘋狗浪：預警系統：機率預測：船難：颱風：湧浪(長浪)
PG10702-0014	優良製造規範：新興生醫產品
PC10702-0585	癌症免疫治療：放射治療：抗血管新生：程序性死亡受體/配體1：腫瘤浸潤免疫細胞
PB10702-2311	社群網路分析：張量分解：機器學習：隨機最佳化
PA10702-0469	海洋基礎研究發展及推動：海洋環境資料建置：海域觀測能量規劃
PB10702-2313	自發光顯示器：影像增強：功率節省：色相保留轉換：視訊處理
PC10702-0633	心律失常性右心室心肌病變：脂肪纖維浸潤：hippo 訊息傳遞路徑：wnt 訊息傳遞路徑：脂肪化
PE10702-0208	獸醫：人醫：教育培訓：知識流動：菁英生命史：臺灣：東亞
PB10702-2178	潔淨室：高科技廠房：空調：建築耗能模擬
PB10702-2494	異質網路：不連續接收：載波聚合：雙連接：協調多點：省電排程方法
PB10702-2495	非監督式學習：知識獲取：深度學習：對話系統
PB10702-1975	當代藝術：傳播自動化：敘事技術
PF10702-0455	具體危險：抽象危險：環境刑法：環境法益
PC10702-0628	慢性腎臟病：心臟重塑：心臟衰竭：纖維母細胞生長因子21：β-klotho
PB10702-2573	深度學習：卷積神經網路：結核菌自動辨識：生物啟發式演算法
PB10702-2039	超合金：單晶凝固鑄造：熱處理：微觀組織：潛變實驗：高溫拉伸實驗
PF10702-0487	內隱自我理論：增長理論：但本質理論：慈善行為
PB10702-2574	阿茲海默症：失智症：深部腦刺激術：穹窿：功能磁振造影：正子造影：腦波
PB10702-2575	深度學習：記憶網路：影像辨識：擴充性：問答系統：大規模都模式資料：擴增實境：卷積網路：增強式學習
PE10702-0191	文化資產：原住民族：博物館法：文化資產保存法：美國原住民墓葬保護與返還法案：美國國家原住民博物館
PF10702-0515	中文：量詞：功能性磁振造影：功能性連結：年齡效果：語意：語法
PA10702-0500	叢枝菌根共生：轉錄因子
PD10702-0236	動物疫苗：牛流行熱病毒：小分子化合物：疫苗製程
PE10702-0203	原鄉：長期照顧：照顧人力
PB10702-2675	多重序列比對：序列比對不確定性：演化樹建立：多重序列比對特徵矩陣：序列比對空間
PA10702-0505	賴氨酸特異性脫甲基酶1：長型非編碼核糖核酸：組細胞增殖：表觀遺傳學
PB10702-2677	減碳：淨煤：co2捕獲：co2再利用：co2封存：新燃燒系統：環評：法規與教育
PC10702-0641	放射線：前列腺素：毛囊：幹細胞：短暫擴充細胞：組織再生
PD10702-0251	斑馬魚：發育：損傷：再生：腎臟：腎間腺：lrp4
PD10702-0252	急性肝胰腺壞死病：副溶血弧菌：轉譯系統水生生物學：致病機轉：細菌效應因子
PC10702-0605	非酒精性肝炎(non-alcoholic fatty liver disease)：超音波(ultrasonography)：肝細胞激素(hepatokine)：世代追蹤研究(prospective cohort study)：磁振頻譜(magnetic resonance spectroscopy)
PC10702-0705	微生物菌相：異位性皮膚炎：過敏氣喘：出生世代研究：動物疾病模式：生物資訊：核心實驗室
PC10702-0577	登革病毒：非結構性蛋白質1：非結構性蛋白質3：佐劑
PA10702-0438	生物多樣性：群集生態學：資料庫：內生真菌：植物微生物圈：系統分類
PE10702-0219	高山原住民部落：明智再發展策略：多目標規劃
PB10702-2253	大屯火山群：即時觀測系統：岩漿庫
PB10702-2051	trace程式：fraptran程式：壓水式電廠：全黑事故：破口事故：flex措施
PB10702-2750	軟體定義網路：網路設定更新：優先權：近似演算法
PB10702-2752	介電泳：雷射光鉗：交越頻率：微粒子：表面性質
PB10702-2018	火力分配決策問題：代理人技術：分散式運算系統：圖形處理器：啟發式演算法：平行運算：不可靠環境
PB10702-1991	居住行為：健康狀況：生活滿意度：內生性：雙變量動態機率模型：多變量動態機率模型
PC10702-0631	頭頸癌：癌症起始幹細胞：e3泛素連接酶asb6：缺氧誘導因子：胰島素和類胰島素生長因子：標巴藥物
PG10702-0210	工業基礎技術：幕僚支援：產業推進：策略規劃：活動推廣
PG10702-0335	維新傳產：材料加值：製程加值：產品加值：基盤加值
PG10702-0310	精準醫療：液態生物檢體：游離核酸：循環腫瘤核酸：外泌體：分子診斷：伴同式診斷技術
PG10703-0091	通傳統計：統計：寬頻：匯流：廣電：市場
PG10703-0232	服務業：商業服務業：經濟情勢：創新：策略規劃
PG10612-0044	管制性病原：雙重研究用途：生物安全：生物保全
PG10612-0229	糖尿病：第二型糖尿病：胰小島：血管：胰管腺：血管神經網絡：淋巴管：三維影像技術
PG10701-0444	東協：藥品政策法規：藥政管理制度：藥品
PG10701-0260	颱風波浪：季風波浪：瘋狗浪：預警：風浪：長浪
PG10701-0269	能源效率：能源政策：能源指標
PG10701-0290	洋薊酸：非酒精性脂肪性肝病
PC10701-1032	紅斑狼瘡：細胞凋亡：二甲雙胍
PC10701-0905	免疫檢查哨調節劑：腫瘤微環境：精準醫學
PC10701-0482	困難梭狀桿菌：環氧合酶：非類固醇性消炎藥：diclofenac
PC10701-0611	伽瑪氨基丁酸：顆粒細胞：抑制性傳導：苔狀細胞：光遺傳學
PF10701-0370	銀行業：盈餘資訊性：信用評等：會計品質
PA10701-0192	寬能隙半導體：氧化鋅：超快載子動態：激子散射：同調聲學聲子振盪：簡併泵-探量測：雙色泵-探量測：時間解析螢光譜：受激輻射：隨機雷射
PC10701-0867	透析血管：內膜增生：微型核醣核酸：尿毒素
PA10701-0348	碳-氫鍵官能基化：5-雙苯基異惡唑：二苯并環庚酮：吡唑并[1：5-a]吡啶：9(10h)-吖啶酮：苯并咪唑：高價碘(iii)試劑
PC10701-0315	腸泌素：代謝：中風
PC10701-0540	積血草活性物質：癲癇：glutamate：抗癲癇：海馬迴
PA10701-0625	對蝦總科：臺灣對蝦誌：生物條碼：演化親緣關係
PB10701-1331	天貝：非酒精性脂肪肝：糖尿病
PB10701-0866	產氫：燃料電池：鋰離子電池：超高電容：奈米材料
PF10701-0022	企劃：社會臨場感：媒介多工：資訊處理：網路購物：線上：線下：整合行銷傳播
PD10701-0044	乳酸菌：痤瘡桿菌：sz95皮脂腺細胞：紫外線a：hacat皮膚角質層細胞：發炎反應：脂磷壁酸：美白：異位性皮膚炎
PF10701-0861	翻轉教室：先備知識：學習與診斷：個人化教材推薦：軟體工程
PC10701-0976	質子影像：質子斷層掃描：質子射程驗證：質子治療：蒙地卡羅模擬
PB10701-0964	複合材料：對稱式超級電容器：非對稱式超級電容器：臨場式：x 光繞射：x 光吸收近邊緣結構：快速掃描延伸x 光吸收精細結構：硬x 光光電子能譜：三氧化鉬
PB10701-1364	牛樟芝：ergostatrien-3β-ol：antcin k：皮膚發炎：皮膚屏障功能：異位性皮膚炎：發炎體
PA10701-0623	反式鈣鈦礦太陽能電池模組：二步驟合成：高效率：高開路電位：添加劑
PB10701-0244	無網格數值方法：布斯尼斯克方程式：區域徑向基底函數配點法：阻尼消波：布拉格反射：珊瑚群礁
PE10701-0270	胡文煥：江戶：女教書：類書
PC10701-0893	多巴胺：多巴胺受器：糖尿病：高血鉀症：腎素：環單磷酸腺苷
PC10701-0691	動物模式：慢性壓力模式：憂鬱症：高脂肪飲食：statin 藥物：白質損傷
PF10701-0571	2014 高雄氣爆：2015 天津爆炸：常態性意外：常態化的偏差：類同性的理論化
PF10701-0290	知情意整合式工程想像力模式：需求產生：問題建構：點子產生
PF10701-0523	社會企業：組織發展：績效衡量：社會影響力：績效管理
PF10701-0837	虛擬實境：steam：探究：創意表現
PA10701-0445	互動式搜尋問題：群試設計：可調整式演算法：ulam-renyi 競局問題
PF10701-0554	策略服務行銷：關係行銷：標準化：個人化：自動化科技：認知科技：情緒科技
PC10701-0942	可逆性腦血管收縮症候群：雷擊頭痛：神經影像學：微rna：蛋白體學：生物資訊學
